index	word	Adaptation	Mitigation	Non-climate
9251	solvents	0.32717	0.2252303	0.44759965
9252	glues	0.32759354	0.2245236	0.44788283
9253	paints	0.3293467	0.21971007	0.4509432
9254	varnishes	0.328319	0.22068787	0.45099306
9255	preservative	0.32828167	0.22455372	0.44716468
9256	environmentalenergy	0.3287073	0.20469397	0.46659878
9257	strategyfeatures	0.32652873	0.20669113	0.46678016
9258	strategiesfeatures	0.32720062	0.20515	0.4676494
9259	vents	0.327444	0.20613952	0.46641645
9260	adla	0.3285236	0.22876224	0.44271415
9261	implication	0.30012393	0.19462317	0.50525296
9262	outlets	0.2990905	0.20125832	0.4996512
9263	voc	0.32491156	0.2238605	0.45122787
9264	referenceslinks	0.32696658	0.23955205	0.43348137
9265	obtaining	0.29075077	0.21010973	0.49913955
9266	formats	0.2982554	0.16220002	0.5395445
9267	languages	0.31969547	0.21098201	0.4693226
9268	braille	0.28997812	0.19996247	0.5100594
9269	audio	0.2882486	0.19438149	0.51736987
9270	cassette	0.3351784	0.23578444	0.42903724
9271	fridgesfreezers	0.33011988	0.23080613	0.439074
9272	shops	0.3303292	0.23486204	0.4348087
9273	bankcash	0.3269984	0.23420265	0.438799
9274	pharmacies	0.3287371	0.23453742	0.43672547
9275	medical	0.28686532	0.15425697	0.5588777
9276	worship	0.3292113	0.23576523	0.43502346
9277	linksreferences	0.3192909	0.2307483	0.44996083
9278	handover	0.32966703	0.23659472	0.43373826
9279	considerate	0.32314843	0.24247436	0.43437722
9280	constructors	0.32064125	0.24064167	0.4387171
9281	constructor	0.3287912	0.2252676	0.44594115
9282	oct	0.3234436	0.23255737	0.44399905
9283	increments	0.32163975	0.2261129	0.45224738
9284	certifier	0.33402255	0.20588163	0.46009588
9285	timberpurchase	0.32996055	0.21930367	0.45073575
9286	orders	0.28816092	0.1544729	0.55736613
9287	usedreclaimed	0.32944715	0.21672182	0.45383102
9288	timberletter	0.3313832	0.2178943	0.45072255
9289	graphical	0.305901	0.20492657	0.48917246
9290	designsite	0.32925916	0.23766609	0.43307477
9291	nominate	0.28303856	0.18981637	0.5271451
9292	kpis	0.33132342	0.22367132	0.44500524
9293	deliveries	0.3283565	0.22685286	0.44479063
9294	origin	0.29234362	0.18075979	0.52689654
9295	staffsuppliers	0.3425264	0.21548253	0.4419911
9296	item	0.33981237	0.21404417	0.44614345
9297	dtibre	0.32684052	0.22742717	0.44573236
9298	dust	0.2907949	0.15752499	0.55168015
9299	formwork	0.33201903	0.22184636	0.4461346
9300	hoardings	0.33924657	0.20401777	0.45673564
9301	usable	0.29614124	0.15086512	0.5529936
9302	crime	0.29224977	0.16766897	0.5400813
9303	fear	0.29049796	0.19854595	0.5109561
9304	architectural	0.33094752	0.22789541	0.44115707
9305	alo	0.3350263	0.22683387	0.4381398
9306	cpda	0.33031455	0.22842601	0.4412594
9307	alocpda	0.3275814	0.23020746	0.4422111
9308	safer	0.29198405	0.15400992	0.55400604
9309	acpo	0.33389026	0.23324679	0.43286297
9310	sbd	0.333894	0.21604578	0.45006013
9311	discourage	0.28708136	0.16642657	0.54649204
9312	insignificant	0.3315046	0.22402242	0.44447294
9313	workssite	0.33230844	0.21492107	0.45277047
9314	clearance	0.28768083	0.19333	0.51898915
9315	ecologists	0.321005	0.23670791	0.4422871
9316	disturbed	0.32169226	0.2132891	0.4650186
9317	toxic	0.2917188	0.1951473	0.5131339
9318	explosive	0.32144642	0.21628085	0.46227273
9319	flammable	0.32142714	0.22146423	0.45710868
9320	danger	0.29377177	0.17350434	0.5327239
9321	decontamination	0.32686687	0.22350079	0.44963235
9322	asbestos	0.33202335	0.22031309	0.4476636
9323	demolished	0.33006153	0.22216937	0.44776908
9324	hedges	0.3191009	0.23029645	0.45060268
9325	marshes	0.3173987	0.2283529	0.4542484
9326	invade	0.3172542	0.22742058	0.45532525
9327	knotweed	0.31543225	0.22758235	0.4569854
9328	giant	0.3148944	0.22783658	0.45726904
9329	hogweed	0.31525338	0.22650781	0.45823884
9330	practising	0.3153229	0.23162237	0.45305473
9331	yes	0.3311571	0.2289745	0.43986836
9332	answered	0.3186417	0.21465153	0.4667068
9333	verifies	0.3308464	0.20937964	0.45977402
9334	sporting	0.29374465	0.1783795	0.5278759
9335	commences	0.3186292	0.22858988	0.452781
9336	lawns	0.33059043	0.2170538	0.4523558
9337	clearanceworks	0.32314736	0.23110744	0.44574514
9338	labelled	0.32412207	0.22364259	0.45223537
9339	architect	0.3257626	0.22296989	0.4512675
9340	ethics	0.29592338	0.16455433	0.5395223
9341	developerclient	0.3267172	0.23094171	0.442341
9342	unconnected	0.33210674	0.22068909	0.44720414
9343	arboriculturalist	0.32661033	0.23877697	0.43461272
9344	healthcondition	0.33969727	0.20985238	0.4504503
9345	diseased	0.33528718	0.21083574	0.45387703
9346	scrub	0.31324503	0.23282611	0.45392892
9347	vicinity	0.3148685	0.22779088	0.45734066
9348	erecting	0.3208119	0.22578451	0.45340356
9349	bunds	0.31725723	0.2256967	0.45704603
9350	erection	0.32370108	0.22652873	0.44977018
9351	marginal	0.30335394	0.20925727	0.48738876
9352	agriculturally	0.3292615	0.2229513	0.44778726
9353	grasslands	0.32238182	0.23945494	0.4381632
9354	silage	0.30319178	0.19829175	0.49851644
9355	mown	0.3277833	0.22003384	0.45218286
9356	sown	0.32739472	0.2214028	0.45120245
9357	verges	0.32717326	0.22760558	0.44522107
9358	tall	0.3164305	0.22634286	0.45722657
9359	herb	0.32887277	0.21767192	0.45345533
9360	woods	0.31771976	0.23995088	0.4423293
9361	bracken	0.31413886	0.22492851	0.46093258
9362	wooded	0.3128896	0.22468244	0.46242797
9363	pockets	0.30034208	0.20667306	0.4929849
9364	disused	0.32051742	0.22359648	0.45588607
9365	allotments	0.31663013	0.22294512	0.46042478
9366	parkland	0.31558397	0.22719917	0.4572168
9367	typology	0.33323902	0.20748103	0.45927992
9368	milton	0.30960286	0.22531153	0.46508563
9369	keynes	0.31005466	0.22472993	0.46521547
9370	inner	0.30847105	0.1686549	0.522874
9371	prompts	0.32880822	0.22558366	0.44560814
9372	typesplanting	0.3218803	0.22200932	0.4561104
9373	floral	0.32201365	0.22924645	0.44873995
9374	subtract	0.3292993	0.21976875	0.4509319
9375	unchanged	0.30575502	0.22160801	0.47263706
9376	digest	0.32488754	0.23525609	0.43985635
9377	hectare	0.3267793	0.21526407	0.45795664
9378	optimised	0.2874397	0.19058962	0.5219706
9379	ratios	0.31035596	0.16115816	0.52848595
9380	nifa	0.32614303	0.23060067	0.44325626
9381	nigfa	0.32617447	0.23051023	0.4433153
9382	stairway	0.33787602	0.22262926	0.43949464
9383	halls	0.32614702	0.21586873	0.4579843
9384	cupboards	0.32596862	0.21584992	0.45818147
9385	partitions	0.29665756	0.17187396	0.53146845
9386	basements	0.3249187	0.21567242	0.4594089
9387	lobbies	0.3265977	0.21580741	0.45759487
9388	outhouses	0.33206674	0.22379097	0.44414225
9389	sheds	0.3331753	0.22038366	0.44644105
9390	columns	0.3311099	0.2181441	0.45074597
9391	unequal	0.29332846	0.18403535	0.52263623
9392	overhang	0.33480144	0.21872349	0.44647506
9393	detached	0.33079994	0.21446748	0.45473257
9394	storey	0.33413237	0.21807139	0.44779623
9395	yates	0.29417711	0.19751203	0.50831085
9396	brownhill	0.31828815	0.22054993	0.46116197
9397	crowhurst	0.31416503	0.22074331	0.4650917
9398	bres	0.31543207	0.22193663	0.4626313
9399	garston	0.31688648	0.22328195	0.45983168
9400	repealing	0.29083067	0.16719627	0.541973
9401	sppn	0.33323127	0.2231415	0.44362715
9402	naei	0.3259424	0.23653507	0.43752256
9403	netcen	0.3351415	0.22829665	0.43656188
9404	trl	0.2880104	0.15627746	0.5557121
9405	registering	0.3004807	0.17988534	0.51963395
9406	finishing	0.29586017	0.1739454	0.53019434
9407	endowed	0.33524957	0.22805867	0.43669173
9408	shield	0.33345917	0.22195199	0.44458878
9409	firmly	0.29043648	0.19240944	0.51715404
9410	huhne	0.3331037	0.22684857	0.44004768
9411	carwyn	0.33066466	0.2241055	0.44522986
9412	jones	0.3292288	0.22384354	0.4469276
9413	arlene	0.32904	0.22435099	0.44660905
9414	mla	0.3321733	0.22294061	0.44488618
9415	fergus	0.32941005	0.22379966	0.44679022
9416	ewing	0.32831803	0.22619674	0.44548523
9417	msp	0.3295167	0.22417536	0.44630796
9418	upside	0.32491568	0.22996464	0.44511962
9419	downside	0.32126427	0.22969271	0.44904304
9420	dropout	0.31973916	0.21413274	0.46612805
9421	repd	0.3260388	0.22692266	0.4470385
9422	articulating	0.3362118	0.22460648	0.43918177
9423	sampling	0.32657218	0.2226946	0.45073324
9424	attractiveness	0.30108413	0.16058426	0.5383316
9425	biomethane	0.3217562	0.23445988	0.44378388
9426	rhpp	0.32921296	0.23234323	0.43844378
9427	feedstock	0.32622957	0.23177014	0.4420003
9428	loop	0.3302526	0.21861173	0.45113578
9429	abilities	0.30329242	0.16462877	0.53207874
9430	recharging	0.32550672	0.23330474	0.44118848
9431	overcompensated	0.32843733	0.22615364	0.445409
9432	abundant	0.3330274	0.22105318	0.44591945
9433	isles	0.28363368	0.20218453	0.51418173
9434	mainland	0.33330038	0.22231965	0.44437993
9435	flung	0.33823445	0.20577186	0.4559937
9436	windy	0.33284464	0.21825036	0.44890505
9437	underachievement	0.3294511	0.21247473	0.45807412
9438	subset	0.3304738	0.20905823	0.46046793
9439	modules	0.31886423	0.19146839	0.48966736
9440	inverters	0.3335141	0.20311834	0.4633676
9441	taker	0.33620057	0.20292918	0.4608703
9442	overlay	0.33096105	0.21177362	0.45726535
9443	arup	0.32677183	0.22615795	0.44707024
9444	ernst	0.31477022	0.2214099	0.46381986
9445	ccgt	0.33606726	0.20914686	0.45478582
9446	breakthrough	0.3258188	0.21678337	0.4573978
9447	calorific	0.32998595	0.21421254	0.4558015
9448	sludge	0.3292537	0.21852326	0.45222303
9449	conservative	0.30462906	0.18193057	0.5134404
9450	picked	0.33291346	0.22014324	0.44694328
9451	gwth	0.32455462	0.23442632	0.4410191
9452	equating	0.33033785	0.21716063	0.45250148
9453	provisional	0.28200006	0.19859365	0.5194063
9454	interrogated	0.32209167	0.23340407	0.44450426
9455	founded	0.2876876	0.19905736	0.513255
9456	alleviating	0.30703434	0.23516668	0.457799
9457	waiting	0.3022782	0.17476177	0.52296
9458	democratically	0.28900278	0.18504107	0.52595615
9459	windfarms	0.31986824	0.23814069	0.44199112
9460	ratification	0.27704948	0.20809154	0.51485896
9461	raf	0.3326882	0.21914002	0.44817185
9462	trimingham	0.33102536	0.22143587	0.4475388
9463	corrective	0.32116747	0.22354315	0.4552894
9464	overlays	0.3201929	0.2284479	0.45135918
9465	slows	0.31831536	0.22422978	0.45745483
9466	dec	0.32789	0.23958449	0.43252555
9467	rejection	0.3204721	0.21759285	0.46193507
9468	shorten	0.3246647	0.22044612	0.4548891
9469	tempered	0.3209068	0.22658831	0.45250487
9470	surety	0.3228141	0.23170014	0.4454858
9471	grandfathered	0.33529687	0.21661034	0.44809285
9472	jurisdictions	0.29936147	0.16596292	0.5346756
9473	inconsistency	0.3089115	0.21236546	0.47872302
9474	grandfathering	0.32661048	0.23391616	0.43947327
9475	appeal	0.28389588	0.21434745	0.50175667
9476	eventually	0.29861805	0.22058237	0.48079956
9477	determination	0.2915996	0.20774005	0.5006604
9478	ratified	0.3267542	0.23490855	0.43833724
9479	disempowers	0.337716	0.22262779	0.4396562
9480	host	0.28690267	0.20979434	0.503303
9481	chepstow	0.32478943	0.22984987	0.44536063
9482	mabey	0.3248919	0.23184606	0.44326207
9483	traced	0.30854774	0.21538366	0.47606856
9484	wye	0.32930285	0.22571215	0.444985
9485	division	0.2934939	0.15849909	0.548007
9486	specialises	0.29306632	0.18551084	0.52142286
9487	fabrication	0.32389405	0.22321318	0.45289275
9488	plated	0.32394698	0.22290336	0.45314968
9489	steelwork	0.32240024	0.22436126	0.45323846
9490	monopiles	0.32629144	0.22493406	0.44877446
9491	bevil	0.33270362	0.20932095	0.45797545
9492	steelworks	0.32667542	0.22924872	0.44407585
9493	lydney	0.33045256	0.2110716	0.4584758
9494	square	0.33044535	0.23270714	0.43684757
9495	factory	0.30122867	0.14758858	0.55118275
9496	robotic	0.33366272	0.22108036	0.445257
9497	welding	0.33507487	0.219685	0.44524017
9498	painting	0.3146967	0.19087961	0.4944237
9499	consolidate	0.28862754	0.17568439	0.5356881
9500	presumption	0.29257098	0.218427	0.489002
9501	simplify	0.28725693	0.18479943	0.5279437
9502	flying	0.30508453	0.16162872	0.5332867
9503	holographic	0.33567184	0.20213746	0.4621906
9504	wash	0.33235827	0.21433097	0.45331082
9505	lanarkshire	0.3356698	0.20165813	0.4626721
9506	necessitates	0.3317602	0.22259408	0.44564572
9507	tic	0.33708414	0.21604227	0.44687352
9508	leases	0.32702953	0.22865073	0.44431978
9509	stw	0.32004634	0.22157949	0.4583742
9510	seabed	0.3274888	0.22747208	0.4450391
9511	nautical	0.33279952	0.2209333	0.44626722
9512	mile	0.2990909	0.18056595	0.5203432
9513	additions	0.31119758	0.22340277	0.46539965
9514	exclusivity	0.3280527	0.20842884	0.46351847
9515	extensions	0.3263459	0.22327709	0.450377
9516	etf	0.33408564	0.20353734	0.4623771
9517	industrialisation	0.32319313	0.224254	0.45255294
9518	minsters	0.3285399	0.20621586	0.46524432
9519	rig	0.33855978	0.2060599	0.45538032
9520	owdf	0.3230757	0.23071668	0.44620764
9521	harsher	0.3312327	0.22211377	0.44665354
9522	blade	0.33250603	0.21017307	0.4573209
9523	supergen	0.3180267	0.23620726	0.44576603
9524	nacelles	0.33838788	0.19986565	0.4617465
9525	harland	0.32523325	0.22427063	0.4504961
9526	wolff	0.32364538	0.2211984	0.45515624
9527	logistical	0.3272675	0.23114303	0.44158944
9528	dong	0.32760465	0.22494559	0.4474498
9529	acre	0.32809737	0.2255663	0.44633636
9530	bearings	0.31379575	0.21986605	0.46633813
9531	hvdc	0.31971392	0.2233514	0.4569347
9532	leverage	0.28934512	0.17931855	0.5313363
9533	duddon	0.33533502	0.20765369	0.4570113
9534	sands	0.31980285	0.22541012	0.454787
9535	mtl	0.3278038	0.23874335	0.43345287
9536	oems	0.33107394	0.23309766	0.43582845
9537	multimillion	0.3309612	0.21768259	0.45135617
9538	pound	0.30794245	0.22249253	0.469565
9539	boat	0.3263061	0.23110758	0.44258633
9540	monopole	0.32859993	0.22043696	0.45096308
9541	plasma	0.3352283	0.21479464	0.4499771
9542	laser	0.3162629	0.1882053	0.4955318
9543	tube	0.3230555	0.20680772	0.47013682
9544	robot	0.30171502	0.16502608	0.5332589
9545	cnc	0.33612704	0.21360312	0.45026982
9546	machining	0.33763033	0.2134195	0.44895017
9547	rotherham	0.30542198	0.20048709	0.494091
9548	imminently	0.3301799	0.20447074	0.4653493
9549	lend	0.33762684	0.22038363	0.44198945
9550	debt	0.28983313	0.1800673	0.53009963
9551	syndication	0.33421788	0.21795502	0.447827
9552	refinancing	0.33653793	0.21594352	0.4475186
9553	basel	0.33380008	0.21700399	0.44919598
9554	recourse	0.32237196	0.22197562	0.4556525
9555	terminated	0.33074802	0.22351758	0.44573435
9556	gibs	0.33106792	0.23195022	0.43698186
9557	mission	0.30528367	0.20064598	0.4940704
9558	freeing	0.29277897	0.16347781	0.5437432
9559	enshrine	0.3187525	0.21967152	0.46157598
9560	ashore	0.31920788	0.21829708	0.46249503
9561	tendered	0.33070862	0.21236283	0.4569286
9562	ofto	0.31554565	0.22411576	0.46033856
9563	attracting	0.2768377	0.19094494	0.5322173
9564	bidder	0.31932342	0.24112605	0.43955052
9565	barrow	0.31925723	0.22521934	0.45552343
9566	gunfleet	0.31668192	0.22506444	0.45825365
9567	ormonde	0.31589818	0.2260302	0.45807168
9568	macquarie	0.32578778	0.2326449	0.44156733
9569	barclays	0.3014466	0.2051764	0.493377
9570	nibc	0.32501826	0.22379422	0.4511876
9571	sheringham	0.3214409	0.22549747	0.4530616
9572	shoal	0.32358974	0.22306141	0.4533488
9573	walney	0.3211031	0.23381616	0.44508076
9574	virtue	0.3170396	0.21653345	0.4664269
9575	leveraging	0.28428727	0.17830746	0.5374052
9576	unions	0.2982018	0.17494525	0.52685297
9577	interreg	0.32693002	0.20829512	0.46477485
9578	iva	0.3274726	0.20642509	0.46610233
9579	subsea	0.32759205	0.20989582	0.46251217
9580	garner	0.32540342	0.21082354	0.4637731
9581	mcz	0.32387674	0.21885891	0.4572643
9582	overcomes	0.31514138	0.22722185	0.45763686
9583	strangford	0.32974714	0.2113349	0.45891795
9584	narrows	0.32067543	0.20356622	0.47575837
9585	arrays	0.3312854	0.22367941	0.4450352
9586	solway	0.32447073	0.22291301	0.4526163
9587	pirc	0.33314276	0.20206234	0.46479493
9588	tina	0.33665985	0.2014764	0.46186376
9589	referenced	0.3289822	0.2137994	0.4572184
9590	renewableuk	0.3287168	0.21736488	0.4539183
9591	ner	0.3388394	0.22693795	0.43422273
9592	converters	0.32263157	0.23341396	0.44395444
9593	convergence	0.29393715	0.20320909	0.5028538
9594	monies	0.334488	0.23382404	0.43168792
9595	wefo	0.33312976	0.24207301	0.42479715
9596	rocsmwh	0.32858565	0.2079975	0.4634169
9597	deployable	0.3307151	0.21305941	0.45622543
9598	unduly	0.31077558	0.22028062	0.46894372
9599	underwater	0.3202641	0.23751043	0.44222543
9600	ramsay	0.3283882	0.20415494	0.46745688
9601	locational	0.327088	0.2058694	0.4670426
9602	untested	0.30691713	0.20941195	0.48367095
9603	residues	0.32380533	0.2230491	0.45314556
9604	municipal	0.32708648	0.2201962	0.45271724
9605	pyrolysis	0.32811597	0.21763718	0.45424688
9606	scratch	0.3134204	0.18820028	0.49837938
9607	controllable	0.33049032	0.21337491	0.45613474
9608	baseload	0.32976583	0.22695424	0.44327998
9609	peakload	0.33591715	0.20881775	0.45526507
9610	extracts	0.32181993	0.20257647	0.4756036
9611	hurdle	0.32902712	0.21135938	0.4596135
9612	dalkias	0.33157703	0.2102606	0.45816246
9613	chilton	0.3301307	0.21442035	0.45544896
9614	durham	0.31755245	0.20252247	0.47992504
9615	dalkia	0.33133325	0.2063861	0.46228063
9616	bioliquids	0.32557663	0.22041582	0.45400757
9617	cautious	0.28650603	0.18067041	0.53282356
9618	iluc	0.32537425	0.22162636	0.45299947
9619	ghg	0.32072335	0.23458387	0.44469276
9620	tilbury	0.32356954	0.22695687	0.44947362
9621	1969	0.32829624	0.21100384	0.4606999
9622	burnt	0.32904163	0.21291435	0.45804396
9623	sox	0.33496714	0.21388231	0.45115057
9624	pellets	0.29882824	0.15991391	0.54125786
9625	pellet	0.3208369	0.21525827	0.46390486
9626	jetty	0.3314336	0.2067139	0.46185258
9627	efw	0.32267296	0.2275339	0.44979316
9628	incinerators	0.32881626	0.20604019	0.46514353
9629	infeasible	0.32808644	0.20454755	0.46736604
9630	resolving	0.29647106	0.1819299	0.52159905
9631	dating	0.32657957	0.21221493	0.46120548
9632	pfi	0.32981625	0.21915057	0.45103312
9633	fellow	0.33020124	0.22319567	0.44660312
9634	kwth	0.32693616	0.22236443	0.45069942
9635	aids	0.33188364	0.20728174	0.4608346
9636	dukes	0.33092803	0.21990465	0.44916728
9637	msw	0.3331784	0.21008855	0.45673308
9638	decomposition	0.32386246	0.22933602	0.4468015
9639	injected	0.32613328	0.21558742	0.45827928
9640	mwh	0.3275277	0.21583477	0.4566375
9641	levelised	0.33470976	0.2037651	0.46152508
9642	muted	0.32915562	0.2077789	0.46306553
9643	offsetting	0.3142104	0.21274537	0.47304425
9644	silo	0.3323039	0.2137569	0.45393917
9645	permissions	0.293476	0.16243044	0.5440936
9646	combusted	0.3338812	0.20623754	0.45988122
9647	belong	0.33463925	0.20841643	0.45694435
9648	mwth	0.32691267	0.23492317	0.4381642
9649	gwh	0.32713452	0.22382042	0.449045
9650	exported	0.33185706	0.21898328	0.44915974
9651	digester	0.33276063	0.21089484	0.45634446
9652	embraces	0.3015044	0.19516195	0.50333357
9653	bolstering	0.33513194	0.20196104	0.46290705
9654	permissible	0.3297584	0.21804385	0.45219773
